Κωδικός Τμήματος,Σχολή,link,Πόλη,Πεδία,Εισακτέοι,Βάση 2025,"Συντελεστής Ε.Β.Ε,",Ε.Β.Ε.,Συντελεστής Ε.Β.Ε. Ειδικών μαθημάτων,Ε.Β.Ε. Ειδικών μαθημάτων
1002,"Αεροδιαστημικής Επιστήμης & Τεχνολογίας, ΕΚΠΑ",http://www.teiste.gr/,Ψαχνά,II,56,10010,0.80,09.82,,
1008,"Τεχνολογιών Ψηφιακής Βιομηχανίας, ΕΚΠΑ",https://www.dind.uoa.gr/,Ψαχνά,"II,IV",186,9830,0.85,08.92,,
1011,"Ψηφιακών Τεχνών & Κινηματογράφου, ΕΚΠΑ",https://www.dcarts.uoa.gr/,Ψαχνά,"I,II,III,IV",81,10520,0.80,08.40,,
1061,"Δασολογίας & Διαχείρισης Φυσικού Περιβάλλοντος, Γεωπονικού",http://www.teiste.gr/,Καρπενήσι,"II,III",96,9700,0.80,09.60,,
1211,"Επιστήμη & Τεχνολογία Υπολογιστών (Εισ. Κατ.), Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"II,IV",107,16915,1.20,12.60,,
1212,"Πληροφοριακά Συστήματα (Εισ. Κατ.), Μακεδονίας",https://www.uom.gr/dai/plhroforiaka-systhmata,Θεσσαλονίκη,"II,IV",107,16705,1.20,12.60,,
1241,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, Ιωαννίνων",http://www.teiep.gr/,Ιωάννινα,"I,II,III,IV",138,10914,1.00,10.50,,
1242,"Γεωπονίας, Ιωαννίνων",http://www.teiep.gr/,Άρτα,"II,III",120,9455,0.80,09.60,,
1248,"Μουσικών Σπουδών, Ιωαννίνων",https://music.uoi.gr/,Αρτα,"I,II,III,IV",137,11660,0.90,11.15,,
1250,"Πληροφορικής & Τηλεπικοινωνιών, Ιωαννίνων",http://www.teiep.gr/,Άρτα,"II,IV",214,8911,0.80,08.40,,
1276,"Αλιείας & Υδατοκαλλιεργειών, Πατρών",http://www.teiwest.gr/,Μεσολόγγι,"II,III,IV",80,8335,0.80,08.40,,
1278,"Επιστήμης & Τεχνολογίας Τροφίμων, Πατρών",https://foodscitech.upatras.gr/,Αγρίνιο,"II,III",97,9630,0.80,09.60,,
1282,"Διοικητικής Επιστήμης & Τεχνολογίας, Πατρών",https://dept.upatras.gr/,Πάτρα,"II,IV",176,12150,1.10,11.55,,
1286,"Επιστημών της Εκπαίδευσης & Κοινωνικής Εργασίας, Πατρών",http://www.upatras.gr/,Πάτρα,"I,II,III,IV",228,14422,1.20,12.60,,
1288,"Αειφορικής Γεωργίας, Πατρών",http://susagri.upatras.gr/el,Αγρίνιο,"II,III",96,9885,0.80,09.60,,
1289,"Γεωπονίας, Πατρών",https://agriculture.upatras.gr/,Μεσολόγγι,"II,III",120,9445,0.80,09.60,,
1391,"Ωκεανογραφίας & Θαλάσσιων Βιοεπιστημών, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"II,III",104,9300,0.80,09.60,,
1422,"Γεωπονίας - Αγροτεχνολογίας, Θεσσαλίας",http://www.teilar.gr/,Λάρισα,"II,III",80,9585,0.80,09.60,,
1424,"Δασολογίας, Επιστημών Ξύλου & Σχεδιασμού, Θεσσαλίας",http://www.teilar.gr/,Καρδίτσα,"II,III,IV",186,8605,0.80,08.40,,
1428,"Επιστήμης Ζωικής Παραγωγής, Θεσσαλίας",https://as.uth.gr/,Λάρισα,"II,III",120,9600,0.80,09.60,,
1429,"Επιστήμης Τροφίμων & Διατροφής, Θεσσαλίας",http://www.teilar.gr/,Καρδίτσα,"II,III",81,9775,0.80,09.60,,
1432,"Μαθηματικών, Θεσσαλίας",https://math.uth.gr/,Λαμία,II,54,9365,0.80,09.82,,
1434,"Περιβάλλοντος, Θεσσαλίας",https://env.uth.gr/,Λάρισα,"II,III,IV",81,9590,0.80,08.40,,
1436,"Συστημάτων Ενέργειας, Θεσσαλίας",https://www.energy.uth.gr/www/index.php/el/,Λάρισα,"II,IV",64,8990,0.80,08.40,,
1437,"Φυσικής, Θεσσαλίας",https://www.phys.uth.gr/,Λαμία,II,85,9925,0.80,09.82,,
1439,"Ψηφιακών Συστημάτων, Θεσσαλίας",http://www.teilar.gr/,Λάρισα,"II,IV",227,10445,1.00,10.50,,
1452,"Επιστήμης & Τεχνολογίας Τροφίμων, Ιονίου",http://www.teiion.gr/,Αργοστόλι,"II,III",120,9461,0.80,09.60,,
1453,"Περιβάλλοντος, Ιονίου",http://www.teiion.gr/,Ζάκυνθος,"II,III,IV",122,8670,0.80,08.40,,
1511,"Γεωπονίας, Πελοποννήσου",http://www.teipel.gr/,Καλαμάτα,"II,III",104,9496,0.80,09.60,,
1512,"Επιστήμης & Τεχνολογίας Τροφίμων, Πελοποννήσου",http://www.teipel.gr/,Καλαμάτα,"II,III",130,10180,0.80,09.60,,
1517,"Παραστατικών & Ψηφιακών Τεχνών, Πελοποννήσου",https://pda.uop.gr/,Ναύπλιον,"I,II,III,IV",113,9200,0.80,08.40,,
1518,"Διοικητικής Επιστήμης & Τεχνολογίας, Πελοποννήσου",https://www.uop.gr/tmima-dioikitikis-epistimis-kai-tehnologias,Τρίπολη,"II,IV",122,10075,0.90,09.45,,
1519,"Ψηφιακών Συστημάτων, Πελοποννήσου",http://www.teipel.gr/,Σπάρτη,"II,IV",162,9040,0.80,08.40,,
1522,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, Πελοποννήσου",http://www.teiwest.gr/,Πάτρα,II,204,12611,1.00,12.27,,
1523,"Μηχανολόγων Μηχανικών, Πελοποννήσου",http://www.teiwest.gr/,Πάτρα,II,131,13400,1.00,12.27,,
1524,"Πολιτικών Μηχανικών, Πελοποννήσου",http://www.teiwest.gr/,Πάτρα,II,115,11221,0.80,09.82,,
1541,"Μηχανικών Ορυκτών Πόρων, Δυτ. Μακεδονίας",https://mre.uowm.gr/to-tmima/genika/,Κοζάνη,II,85,9825,0.80,09.82,,
1542,"Μηχανικών Σχεδίασης Προϊόντων & Συστημάτων, Δυτ. Μακεδονίας",https://ide.uowm.gr/,Κοζάνη,"II,IV",172,9225,0.85,08.92,,
1544,"Διοικητικής Επιστήμης & Τεχνολογίας, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Κοζάνη,"II,IV",176,8920,0.80,08.40,,
1547,"Στατιστικής, Δυτ. Μακεδονίας",https://stat.uowm.gr/#,Γρεβενά,"II,IV",240,7280,0.80,08.40,,
1552,"Γεωπονίας, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Φλώρινα,"II,III",160,9300,0.80,09.60,,
1554,"Πληροφορικής, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Καστοριά,"II,IV",200,10340,1.00,10.50,,
1555,"Μαθηματικών, Δυτ. Μακεδονίας",https://math.uowm.gr/,Καστοριά,II,90,9850,0.80,09.82,,
1563,"Χημικών Μηχανικών, Δυτ. Μακεδονίας",http://www.uowm.gr/,Κοζάνη,II,135,14605,1.20,14.73,,
1564,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, Δυτ. Μακεδονίας",http://www.uowm.gr/,Κοζάνη,II,155,13290,1.00,12.27,,
1603,"Διοίκησης Εφοδιαστικής Αλυσίδας, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Κατερίνη,"II,IV",146,9660,0.80,08.40,,
1607,"Διοικητικής Επιστήμης & Τεχνολογίας, ΔΠΘ",http://www.teikav.edu.gr/,Καβάλα,"II,IV",120,9530,0.80,08.40,,
1610,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"I,II,III,IV",112,11250,0.80,08.40,,
1619,"Μηχανολόγων Μηχανικών, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,II,110,11980,0.80,09.82,,
1620,"Μηχανικών Τοπογραφίας & Γεωπληροφορικής, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,II,48,11280,0.80,09.82,,
1621,"Πολιτικών Μηχανικών, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,II,72,12154,0.80,09.82,,
1622,"Μηχανικών Πληροφορικής, Υπολογιστών & Τηλεπικοινωνιών, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,"II,IV",138,13450,1.00,10.50,,
1623,"Μηχανικών Περιβάλλοντος, ΔΙ.ΠΑ.Ε.",https://env.ihu.gr/,Θεσσαλονίκη,II,93,10510,0.80,09.82,,
1624,"Μηχανικών Παραγωγής & Διοίκησης, ΔΙ.ΠΑ.Ε.",https://www.iem.ihu.gr/,Θεσσαλονίκη,"II,IV",119,12585,1.00,10.50,,
1625,"Μηχανικών Πληροφορικής & Ηλεκτρονικών Συστημάτων, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"II,IV",170,14740,1.20,12.60,,
1626,"Εσωτερικής Αρχιτεκτονικής, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,"II,IV",94,13545,0.80,09.09,,
1627,"Δημιουργικού Σχεδιασμού & Ένδυσης, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Κιλκίς,"I,II,IV",120,8650,0.80,08.40,,
1628,"Φυσικής, ΔΠΘ",https://new.physics.duth.gr/,Καβάλα,II,85,9504,0.80,09.82,,
1629,"Χημείας, ΔΠΘ",https://chem.duth.gr/index.php/el/,Καβάλα,"II,III",182,14712,1.20,14.39,,
1630,"Πληροφορικής, ΔΠΘ",http://www.teikav.edu.gr/,Καβάλα,"II,IV",192,12880,1.10,11.55,,
1632,"Φυσικού Περιβάλλοντος & Κλιματικής Ανθεκτικότητας, ΔΠΘ",http://www.teikav.edu.gr/,Δράμα,"II,III",120,9530,0.80,09.60,,
1633,"Τμήμα Αμπελουργίας & Οινολογίας, ΔΠΘ",http://www.teikav.edu.gr/,Δράμα,"II,III",160,9430,0.80,09.60,,
1634,"Γεωπονίας, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"II,III",160,11040,0.95,11.39,,
1635,"Επιστήμης & Τεχνολογίας Τροφίμων, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,"II,III",99,12650,1.00,11.99,,
1656,"Διοικητικής Επιστήμης & Τεχνολογίας, ΕΛ.ΜΕ.ΠΑ.",http://www.teicrete.gr/,Αγ. Νικόλαος,"II,IV",104,8875,0.80,08.40,,
1657,"Γεωπονίας, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ηράκλειο,"II,III",97,9400,0.80,09.60,,
1659,"Μηχανολόγων Μηχανικών, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ηράκλειο,II,102,12515,0.90,11.05,,
1660,"Ηλεκτρολόγων Μηχανικών & Μηχανικών Υπολογιστών, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ηράκλειο,II,221,11520,0.80,09.82,,
1662,"Ηλεκτρονικών Μηχανικών, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Χανιά,"II,IV",160,10071,0.80,08.40,,
1664,"Μουσικής Τεχνολογίας & Ακουστικής, ΕΛ.ΜΕ.ΠΑ.",https://www.teicrete.gr/,Ρέθυμνο,"II,IV",80,8400,0.80,08.40,,
